# HoMM1 executable DNA census against VC4 LIBC.LIB/OLDNAMES.LIB.
# Exact rows mask relocation fields on both sides; order rows are bracketed by exact anchors.
rva	size	name	class	source	symbol	detail
0x000840b0	0x13	FUN_004840B0	crt-band	libc.lib:(link-band)	__crt_004840B0	LIBC band 0x801f0..text-end; symbol unresolved
0x000840c3	0xd	FUN_004840C3	linker-pad			trailing 90/CC alignment fill
0x000840d0	0x6f	FUN_004840D0	crt-band	libc.lib:(link-band)	__crt_004840D0	LIBC band 0x801f0..text-end; symbol unresolved
0x0008413f	0x1	FUN_0048413F	linker-pad			trailing 90/CC alignment fill
0x00084140	0x14d	FUN_00484140	crt-band	libc.lib:(link-band)	__crt_00484140	LIBC band 0x801f0..text-end; symbol unresolved
0x0008428d	0x3	FUN_0048428D	linker-pad			trailing 90/CC alignment fill
0x00084290	0x9da	FUN_00484290	crt-prefix	libc.lib:/13630	__output	unique masked 24-byte prefix
0x00084c6a	0x6	FUN_00484C6A	linker-pad			trailing 90/CC alignment fill
0x00084c70	0x41	FUN_00484C70	crt-exact	libc.lib:/13630	_write_char	-
0x00084cb1	0xf	FUN_00484CB1	linker-pad			trailing 90/CC alignment fill
0x00084cc0	0x31	FUN_00484CC0	crt-exact	libc.lib:/13630	_write_multi_char	-
0x00084cf1	0xf	FUN_00484CF1	linker-pad			trailing 90/CC alignment fill
0x00084d00	0x37	FUN_00484D00	crt-exact	libc.lib:/13630	_write_string	-
0x00084d37	0x9	FUN_00484D37	linker-pad			trailing 90/CC alignment fill
0x00084d40	0xf	FUN_00484D40	crt-exact	libc.lib:/12938	_get_int_arg	3 byte-identical candidates
0x00084d4f	0x1	FUN_00484D4F	linker-pad			trailing 90/CC alignment fill
0x00084d50	0x15	FUN_00484D50	crt-exact	libc.lib:/12938	_get_int64_arg	3 byte-identical candidates
0x00084d65	0xb	FUN_00484D65	linker-pad			trailing 90/CC alignment fill
0x00084d70	0x10	FUN_00484D70	crt-exact	libc.lib:/13630	_get_short_arg	-
0x00084d80	0x91	FUN_00484D80	crt-exact	libc.lib:/236	__isctype	-
0x00084e11	0xf	FUN_00484E11	linker-pad			trailing 90/CC alignment fill
0x00084e20	0x15	FUN_00484E20	crt-band	libc.lib:(link-band)	__crt_00484E20	LIBC band 0x801f0..text-end; symbol unresolved
0x00084e35	0xb	FUN_00484E35	linker-pad			trailing 90/CC alignment fill
0x00084e40	0x3e	FUN_00484E40	crt-band	libc.lib:(link-band)	__crt_00484E40	LIBC band 0x801f0..text-end; symbol unresolved
0x00084e7e	0x2	FUN_00484E7E	linker-pad			trailing 90/CC alignment fill
0x00084e80	0x13	FUN_00484E80	crt-exact	libc.lib:/12144	__setdefaultprecision	-
0x00084e93	0xd	FUN_00484E93	linker-pad			trailing 90/CC alignment fill
0x00084ea0	0x4f	FUN_00484EA0	crt-exact	libc.lib:/20119	__ms_p5_test_fdiv	-
0x00084eef	0x1	FUN_00484EEF	linker-pad			trailing 90/CC alignment fill
0x00084ef0	0x25c	FUN_00484EF0	crt-prefix	libc.lib:/20119	__ms_p5_mp_test_fdiv	unique masked 24-byte prefix
0x0008514c	0x4	FUN_0048514C	linker-pad			trailing 90/CC alignment fill
0x00085150	0x77	FUN_00485150	crt-band	libc.lib:(link-band)	__crt_00485150	LIBC band 0x801f0..text-end; symbol unresolved
0x000851c7	0x9	FUN_004851C7	linker-pad			trailing 90/CC alignment fill
0x000851d0	0xe4	FUN_004851D0	crt-band	libc.lib:(link-band)	__crt_004851D0	LIBC band 0x801f0..text-end; symbol unresolved
0x000852b4	0xc	FUN_004852B4	linker-pad			trailing 90/CC alignment fill
0x000852c0	0x68	FUN_004852C0	crt-band	libc.lib:(link-band)	__crt_004852C0	LIBC band 0x801f0..text-end; symbol unresolved
0x00085328	0x8	FUN_00485328	linker-pad			trailing 90/CC alignment fill
0x00085330	0xbe	FUN_00485330	crt-band	libc.lib:(link-band)	__crt_00485330	LIBC band 0x801f0..text-end; symbol unresolved
0x000853ee	0x2	FUN_004853EE	linker-pad			trailing 90/CC alignment fill
0x000853f0	0x115	FUN_004853F0	crt-band	libc.lib:(link-band)	__crt_004853F0	LIBC band 0x801f0..text-end; symbol unresolved
0x00085505	0xb	FUN_00485505	linker-pad			trailing 90/CC alignment fill
0x00085510	0x2b	FUN_00485510	crt-exact	libc.lib:/18929	__shift	-
0x0008553b	0x5	FUN_0048553B	linker-pad			trailing 90/CC alignment fill
0x00085540	0x2a	FUN_00485540	crt-band	libc.lib:(link-band)	__crt_00485540	LIBC band 0x801f0..text-end; symbol unresolved
0x0008556a	0x6	FUN_0048556A	linker-pad			trailing 90/CC alignment fill
0x00085570	0x68	FUN_00485570	crt-band	libc.lib:(link-band)	__crt_00485570	LIBC band 0x801f0..text-end; symbol unresolved
0x000855d8	0x8	FUN_004855D8	linker-pad			trailing 90/CC alignment fill
0x000855e0	0x17	FUN_004855E0	crt-band	libc.lib:(link-band)	__crt_004855E0	LIBC band 0x801f0..text-end; symbol unresolved
0x000855f7	0x9	FUN_004855F7	linker-pad			trailing 90/CC alignment fill
0x00085600	0x36	FUN_00485600	crt-band	libc.lib:(link-band)	__crt_00485600	LIBC band 0x801f0..text-end; symbol unresolved
0x00085636	0xa	FUN_00485636	linker-pad			trailing 90/CC alignment fill
0x00085640	0x28	FUN_00485640	crt-band	libc.lib:(link-band)	__crt_00485640	LIBC band 0x801f0..text-end; symbol unresolved
0x00085668	0x8	FUN_00485668	linker-pad			trailing 90/CC alignment fill
0x00085670	0x36	FUN_00485670	crt-band	libc.lib:(link-band)	__crt_00485670	LIBC band 0x801f0..text-end; symbol unresolved
0x000856a6	0xa	FUN_004856A6	linker-pad			trailing 90/CC alignment fill
0x000856b0	0x28	FUN_004856B0	crt-band	libc.lib:(link-band)	__crt_004856B0	LIBC band 0x801f0..text-end; symbol unresolved
0x000856d8	0x8	FUN_004856D8	linker-pad			trailing 90/CC alignment fill
0x000856e0	0x39	FUN_004856E0	crt-exact	libc.lib:/12751	__freebuf	-
0x00085719	0x7	FUN_00485719	linker-pad			trailing 90/CC alignment fill
0x00085720	0x3c	FUN_00485720	crt-band	libc.lib:(link-band)	__crt_00485720	LIBC band 0x801f0..text-end; symbol unresolved
0x0008575c	0x4	FUN_0048575C	linker-pad			trailing 90/CC alignment fill
0x00085760	0x7b	FUN_00485760	crt-prefix	libc.lib:/13059	__flush	unique masked 24-byte prefix
0x000857db	0x5	FUN_004857DB	linker-pad			trailing 90/CC alignment fill
0x000857e0	0xb9	FUN_004857E0	crt-band	libc.lib:(link-band)	__crt_004857E0	LIBC band 0x801f0..text-end; symbol unresolved
0x00085899	0x7	FUN_00485899	linker-pad			trailing 90/CC alignment fill
0x000858a0	0x92	FUN_004858A0	crt-exact	libc.lib:/12843	__stbuf	-
0x00085932	0xe	FUN_00485932	linker-pad			trailing 90/CC alignment fill
0x00085940	0x38	FUN_00485940	crt-band	libc.lib:(link-band)	__crt_00485940	LIBC band 0x801f0..text-end; symbol unresolved
0x00085978	0x8	FUN_00485978	linker-pad			trailing 90/CC alignment fill
0x00085980	0x20e	FUN_00485980	crt-exact	libc.lib:/12814	__openfile	-
0x00085b8e	0x2	FUN_00485B8E	linker-pad			trailing 90/CC alignment fill
0x00085b90	0x2f7	FUN_00485B90	crt-band	libc.lib:(link-band)	__crt_00485B90	LIBC band 0x801f0..text-end; symbol unresolved
0x00085e87	0x9	FUN_00485E87	linker-pad			trailing 90/CC alignment fill
0x00085e90	0x3e	FUN_00485E90	crt-band	libc.lib:(link-band)	__crt_00485E90	LIBC band 0x801f0..text-end; symbol unresolved
0x00085ece	0x3d	FUN_00485ECE	crt-band	libc.lib:(link-band)	__crt_00485ECE	LIBC band 0x801f0..text-end; symbol unresolved
0x00085f0b	0x48	FUN_00485F0B	crt-band	libc.lib:(link-band)	__crt_00485F0B	LIBC band 0x801f0..text-end; symbol unresolved
0x00085f53	0x7	FUN_00485F53	crt-band	libc.lib:(link-band)	__crt_00485F53	LIBC band 0x801f0..text-end; symbol unresolved
0x00085f5a	0x131	FUN_00485F5A	crt-band	libc.lib:(link-band)	__crt_00485F5A	LIBC band 0x801f0..text-end; symbol unresolved
0x0008608b	0x33	FUN_0048608B	crt-band	libc.lib:(link-band)	__crt_0048608B	LIBC band 0x801f0..text-end; symbol unresolved
0x000860be	0x3c	FUN_004860BE	crt-exact	libc.lib:/19196	__fload	-
0x000860fa	0x6	FUN_004860FA	linker-pad			trailing 90/CC alignment fill
0x00086100	0xf5	FUN_00486100	crt-band	libc.lib:(link-band)	__crt_00486100	LIBC band 0x801f0..text-end; symbol unresolved
0x000861f5	0xb	FUN_004861F5	linker-pad			trailing 90/CC alignment fill
0x00086200	0x73	FUN_00486200	crt-band	libc.lib:(link-band)	__crt_00486200	LIBC band 0x801f0..text-end; symbol unresolved
0x00086273	0xd	FUN_00486273	linker-pad			trailing 90/CC alignment fill
0x00086280	0x9	FUN_00486280	crt-band	libc.lib:(link-band)	__crt_00486280	LIBC band 0x801f0..text-end; symbol unresolved
0x00086289	0x7	FUN_00486289	linker-pad			trailing 90/CC alignment fill
0x00086290	0x9	FUN_00486290	crt-band	libc.lib:(link-band)	__crt_00486290	LIBC band 0x801f0..text-end; symbol unresolved
0x00086299	0x7	FUN_00486299	linker-pad			trailing 90/CC alignment fill
0x000862a0	0x1db	FUN_004862A0	crt-band	libc.lib:(link-band)	__crt_004862A0	LIBC band 0x801f0..text-end; symbol unresolved
0x0008647b	0x5	FUN_0048647B	linker-pad			trailing 90/CC alignment fill
0x00086480	0x146	FUN_00486480	crt-band	libc.lib:(link-band)	__crt_00486480	LIBC band 0x801f0..text-end; symbol unresolved
0x000865c6	0xa	FUN_004865C6	linker-pad			trailing 90/CC alignment fill
0x000865d0	0xa4	FUN_004865D0	crt-band	libc.lib:(link-band)	__crt_004865D0	LIBC band 0x801f0..text-end; symbol unresolved
0x00086674	0xc	FUN_00486674	linker-pad			trailing 90/CC alignment fill
0x00086680	0x91	FUN_00486680	crt-band	libc.lib:(link-band)	__crt_00486680	LIBC band 0x801f0..text-end; symbol unresolved
0x00086711	0xf	FUN_00486711	linker-pad			trailing 90/CC alignment fill
0x00086720	0x4a	FUN_00486720	crt-band	libc.lib:(link-band)	__crt_00486720	LIBC band 0x801f0..text-end; symbol unresolved
0x0008676a	0x6	FUN_0048676A	linker-pad			trailing 90/CC alignment fill
0x00086770	0x61	FUN_00486770	crt-band	libc.lib:(link-band)	__crt_00486770	LIBC band 0x801f0..text-end; symbol unresolved
0x000867d1	0xf	FUN_004867D1	linker-pad			trailing 90/CC alignment fill
0x000867e0	0x28	FUN_004867E0	crt-band	libc.lib:(link-band)	__crt_004867E0	LIBC band 0x801f0..text-end; symbol unresolved
0x00086808	0x8	FUN_00486808	linker-pad			trailing 90/CC alignment fill
0x00086810	0x8d	FUN_00486810	crt-exact	libc.lib:/8927	__mbctoupper	-
0x0008689d	0x3	FUN_0048689D	linker-pad			trailing 90/CC alignment fill
0x000868a0	0x14f	FUN_004868A0	crt-band	libc.lib:(link-band)	__crt_004868A0	LIBC band 0x801f0..text-end; symbol unresolved
0x000869ef	0x1	FUN_004869EF	linker-pad			trailing 90/CC alignment fill
0x000869f0	0x2f	FUN_004869F0	crt-band	libc.lib:(link-band)	__crt_004869F0	LIBC band 0x801f0..text-end; symbol unresolved
0x00086a1f	0x1	FUN_00486A1F	linker-pad			trailing 90/CC alignment fill
0x00086a20	0x12	FUN_00486A20	crt-exact	libc.lib:/7122	__ismbblead	-
0x00086a32	0xe	FUN_00486A32	linker-pad			trailing 90/CC alignment fill
0x00086a40	0x3a	FUN_00486A40	crt-exact	libc.lib:/7122	_x_ismbbtype	-
0x00086a7a	0x6	FUN_00486A7A	linker-pad			trailing 90/CC alignment fill
0x00086a80	0xdb	FUN_00486A80	crt-exact	libc.lib:/11745	__setenvp	-
0x00086b5b	0x5	FUN_00486B5B	linker-pad			trailing 90/CC alignment fill
0x00086b60	0x9b	FUN_00486B60	crt-exact	libc.lib:/11714	__setargv	-
0x00086bfb	0x5	FUN_00486BFB	linker-pad			trailing 90/CC alignment fill
0x00086c00	0x1d2	FUN_00486C00	crt-exact	libc.lib:/11714	_parse_cmdline	-
0x00086dd2	0xe	FUN_00486DD2	linker-pad			trailing 90/CC alignment fill
0x00086de0	0x19b	FUN_00486DE0	crt-exact	libc.lib:/9412	___crtGetEnvironmentStringsA	-
0x00086f7b	0x5	FUN_00486F7B	linker-pad			trailing 90/CC alignment fill
0x00086f80	0x223	FUN_00486F80	crt-band	libc.lib:(link-band)	__crt_00486F80	LIBC band 0x801f0..text-end; symbol unresolved
0x000871a3	0xd	FUN_004871A3	linker-pad			trailing 90/CC alignment fill
0x000871b0	0x4d	FUN_004871B0	crt-exact	libc.lib:/7620	_getSystemCP	-
0x000871fd	0x3	FUN_004871FD	linker-pad			trailing 90/CC alignment fill
0x00087200	0x5f	FUN_00487200	crt-exact	libc.lib:/7620	_CPtoLCID	-
0x0008725f	0x1	FUN_0048725F	linker-pad			trailing 90/CC alignment fill
0x00087260	0x2c	FUN_00487260	crt-exact	libc.lib:/7620	_setSBCS	-
0x0008728c	0x4	FUN_0048728C	linker-pad			trailing 90/CC alignment fill
0x00087290	0xd1	FUN_00487290	crt-band	libc.lib:(link-band)	__crt_00487290	LIBC band 0x801f0..text-end; symbol unresolved
0x00087361	0x1b	FUN_00487361	crt-exact	libc.lib:/9081	__seh_longjmp_unwind@4	-
0x0008737c	0x4	FUN_0048737C	linker-pad			trailing 90/CC alignment fill
0x00087380	0x3d	FUN_00487380	crt-exact	libc.lib:/11592	__FF_MSGBANNER	-
0x000873bd	0x3	FUN_004873BD	linker-pad			trailing 90/CC alignment fill
0x000873c0	0x1ee	FUN_004873C0	crt-prefix	libc.lib:/11592	__NMSG_WRITE	unique masked 24-byte prefix
0x000875ae	0x2	FUN_004875AE	linker-pad			trailing 90/CC alignment fill
0x000875b0	0x132	FUN_004875B0	crt-band	libc.lib:(link-band)	__crt_004875B0	LIBC band 0x801f0..text-end; symbol unresolved
0x000876e2	0xe	FUN_004876E2	linker-pad			trailing 90/CC alignment fill
0x000876f0	0x44	FUN_004876F0	crt-band	libc.lib:(link-band)	__crt_004876F0	LIBC band 0x801f0..text-end; symbol unresolved
0x00087734	0xc	FUN_00487734	linker-pad			trailing 90/CC alignment fill
0x00087740	0x18d	FUN_00487740	crt-prefix	libc.lib:/478	_tolower	unique masked 24-byte prefix
0x000878cd	0x3	FUN_004878CD	linker-pad			trailing 90/CC alignment fill
0x000878d0	0x7b	FUN_004878D0	crt-band	libc.lib:(link-band)	__crt_004878D0	LIBC band 0x801f0..text-end; symbol unresolved
0x0008794b	0x5	FUN_0048794B	linker-pad			trailing 90/CC alignment fill
0x00087950	0x73	FUN_00487950	crt-band	libc.lib:(link-band)	__crt_00487950	LIBC band 0x801f0..text-end; symbol unresolved
0x000879c3	0xd	FUN_004879C3	linker-pad			trailing 90/CC alignment fill
0x000879d0	0x20	FUN_004879D0	crt-band	libc.lib:(link-band)	__crt_004879D0	LIBC band 0x801f0..text-end; symbol unresolved
0x000879f0	0x20	FUN_004879F0	crt-band	libc.lib:(link-band)	__crt_004879F0	LIBC band 0x801f0..text-end; symbol unresolved
0x00087a10	0x1b	FUN_00487A10	crt-exact	libc.lib:/2120	?_ValidateExecute@@YAHP6GHXZ@Z	-
0x00087a2b	0x5	FUN_00487A2B	linker-pad			trailing 90/CC alignment fill
0x00087a30	0x52	FUN_00487A30	crt-band	libc.lib:(link-band)	__crt_00487A30	LIBC band 0x801f0..text-end; symbol unresolved
0x00087a82	0xe	FUN_00487A82	linker-pad			trailing 90/CC alignment fill
0x00087a90	0x4b	FUN_00487A90	crt-exact	libc.lib:/12783	__getbuf	-
0x00087adb	0x5	FUN_00487ADB	linker-pad			trailing 90/CC alignment fill
0x00087ae0	0x114	FUN_00487AE0	crt-band	libc.lib:(link-band)	__crt_00487AE0	LIBC band 0x801f0..text-end; symbol unresolved
0x00087bf4	0xc	FUN_00487BF4	linker-pad			trailing 90/CC alignment fill
0x00087c00	0x2e	FUN_00487C00	crt-band	libc.lib:(link-band)	__crt_00487C00	LIBC band 0x801f0..text-end; symbol unresolved
0x00087c2e	0x2	FUN_00487C2E	linker-pad			trailing 90/CC alignment fill
0x00087c30	0x94	FUN_00487C30	crt-prefix	libc.lib:/696	_wctomb	unique masked 24-byte prefix
0x00087cc4	0xc	FUN_00487CC4	linker-pad			trailing 90/CC alignment fill
0x00087cd0	0x68	FUN_00487CD0	crt-exact	libc.lib:/4395	__aulldiv	-
0x00087d38	0x8	FUN_00487D38	linker-pad			trailing 90/CC alignment fill
0x00087d40	0x75	FUN_00487D40	crt-exact	libc.lib:/4425	__aullrem	-
0x00087db5	0xb	FUN_00487DB5	linker-pad			trailing 90/CC alignment fill
0x00087dc0	0x123	FUN_00487DC0	crt-exact	libc.lib:/9502	___crtGetStringTypeA	-
0x00087ee3	0xd	FUN_00487EE3	linker-pad			trailing 90/CC alignment fill
0x00087ef0	0x3f	FUN_00487EF0	crt-exact	libc.lib:/20022	__control87	-
0x00087f2f	0x1	FUN_00487F2F	linker-pad			trailing 90/CC alignment fill
0x00087f30	0x18	FUN_00487F30	crt-exact	libc.lib:/20022	__controlfp	-
0x00087f48	0x8	FUN_00487F48	linker-pad			trailing 90/CC alignment fill
0x00087f50	0xa1	FUN_00487F50	crt-exact	libc.lib:/20022	__abstract_cw	-
0x00087ff1	0xf	FUN_00487FF1	linker-pad			trailing 90/CC alignment fill
0x00088000	0x8d	FUN_00488000	crt-exact	libc.lib:/20022	__hw_cw	-
0x0008808d	0x3	FUN_0048808D	linker-pad			trailing 90/CC alignment fill
0x00088090	0xb	FUN_00488090	crt-exact	libc.lib:/11530	__fptrap	-
0x0008809b	0x5	FUN_0048809B	linker-pad			trailing 90/CC alignment fill
0x000880a0	0x64	FUN_004880A0	crt-exact	libc.lib:/18992	__ZeroTail	-
0x00088104	0xc	FUN_00488104	linker-pad			trailing 90/CC alignment fill
0x00088110	0x63	FUN_00488110	crt-exact	libc.lib:/18992	__IncMan	-
0x00088173	0xd	FUN_00488173	linker-pad			trailing 90/CC alignment fill
0x00088180	0xac	FUN_00488180	crt-exact	libc.lib:/18992	__RoundMan	-
0x0008822c	0x4	FUN_0048822C	linker-pad			trailing 90/CC alignment fill
0x00088230	0x1d	FUN_00488230	crt-exact	libc.lib:/18992	__CopyMan	-
0x0008824d	0x3	FUN_0048824D	linker-pad			trailing 90/CC alignment fill
0x00088250	0xf	FUN_00488250	crt-exact	libc.lib:/18992	__FillZeroMan	-
0x0008825f	0x1	FUN_0048825F	linker-pad			trailing 90/CC alignment fill
0x00088260	0x1d	FUN_00488260	crt-exact	libc.lib:/18992	__IsZeroMan	-
0x0008827d	0x3	FUN_0048827D	linker-pad			trailing 90/CC alignment fill
0x00088280	0xad	FUN_00488280	crt-exact	libc.lib:/18992	__ShrMan	-
0x0008832d	0x3	FUN_0048832D	linker-pad			trailing 90/CC alignment fill
0x00088330	0x1cb	FUN_00488330	crt-exact	libc.lib:/18992	__ld12cvt	-
0x000884fb	0x5	FUN_004884FB	linker-pad			trailing 90/CC alignment fill
0x00088500	0x18	FUN_00488500	crt-band	libc.lib:(link-band)	__crt_00488500	LIBC band 0x801f0..text-end; symbol unresolved
0x00088518	0x8	FUN_00488518	linker-pad			trailing 90/CC alignment fill
0x00088520	0x18	FUN_00488520	crt-band	libc.lib:(link-band)	__crt_00488520	LIBC band 0x801f0..text-end; symbol unresolved
0x00088538	0x8	FUN_00488538	linker-pad			trailing 90/CC alignment fill
0x00088540	0x35	FUN_00488540	crt-band	libc.lib:(link-band)	__crt_00488540	LIBC band 0x801f0..text-end; symbol unresolved
0x00088575	0xb	FUN_00488575	linker-pad			trailing 90/CC alignment fill
0x00088580	0x35	FUN_00488580	crt-band	libc.lib:(link-band)	__crt_00488580	LIBC band 0x801f0..text-end; symbol unresolved
0x000885b5	0xb	FUN_004885B5	linker-pad			trailing 90/CC alignment fill
0x000885c0	0x81	FUN_004885C0	crt-exact	libc.lib:/30	__fptostr	-
0x00088641	0xf	FUN_00488641	linker-pad			trailing 90/CC alignment fill
0x00088650	0x81	FUN_00488650	crt-band	libc.lib:(link-band)	__crt_00488650	LIBC band 0x801f0..text-end; symbol unresolved
0x000886d1	0xf	FUN_004886D1	linker-pad			trailing 90/CC alignment fill
0x000886e0	0xbb	FUN_004886E0	crt-exact	libc.lib:/18862	___dtold	-
0x0008879b	0x5	FUN_0048879B	linker-pad			trailing 90/CC alignment fill
0x000887a0	0xa2	FUN_004887A0	crt-band	libc.lib:(link-band)	__crt_004887A0	LIBC band 0x801f0..text-end; symbol unresolved
0x00088842	0xe	FUN_00488842	linker-pad			trailing 90/CC alignment fill
0x00088850	0x67	FUN_00488850	crt-exact	libc.lib:/19402	__trandisp1	-
0x000888b7	0x3b1	FUN_004888B7	crt-band	libc.lib:(link-band)	__crt_004888B7	LIBC band 0x801f0..text-end; symbol unresolved
0x00088c68	0x8	FUN_00488C68	linker-pad			trailing 90/CC alignment fill
0x00088c70	0x7f	FUN_00488C70	crt-exact	libc.lib:/20086	__d_inttype	-
0x00088cef	0x1	FUN_00488CEF	linker-pad			trailing 90/CC alignment fill
0x00088cf0	0x120	FUN_00488CF0	crt-exact	libc.lib:/19435	__87except	-
0x00088e10	0x22b	FUN_00488E10	crt-exact	libc.lib:/9472	___crtLCMapStringA	-
0x0008903b	0x5	FUN_0048903B	linker-pad			trailing 90/CC alignment fill
0x00089040	0x2c	FUN_00489040	crt-band	libc.lib:(link-band)	__crt_00489040	LIBC band 0x801f0..text-end; symbol unresolved
0x0008906c	0x4	FUN_0048906C	linker-pad			trailing 90/CC alignment fill
0x00089070	0x92	FUN_00489070	crt-prefix	libc.lib:/9626	___crtMessageBoxA	unique masked 24-byte prefix
0x00089102	0xe	FUN_00489102	linker-pad			trailing 90/CC alignment fill
0x00089110	0x6c	FUN_00489110	crt-band	libc.lib:(link-band)	__crt_00489110	LIBC band 0x801f0..text-end; symbol unresolved
0x0008917c	0x4	FUN_0048917C	linker-pad			trailing 90/CC alignment fill
0x00089180	0x116	FUN_00489180	crt-band	libc.lib:(link-band)	__crt_00489180	LIBC band 0x801f0..text-end; symbol unresolved
0x00089296	0xa	FUN_00489296	linker-pad			trailing 90/CC alignment fill
0x000892a0	0x1f	FUN_004892A0	crt-exact	libc.lib:/9266	_abort	-
0x000892bf	0x1	FUN_004892BF	linker-pad			trailing 90/CC alignment fill
0x000892c0	0x98	FUN_004892C0	crt-band	libc.lib:(link-band)	__crt_004892C0	LIBC band 0x801f0..text-end; symbol unresolved
0x00089358	0x8	FUN_00489358	linker-pad			trailing 90/CC alignment fill
0x00089360	0x1dd	FUN_00489360	crt-band	libc.lib:(link-band)	__crt_00489360	LIBC band 0x801f0..text-end; symbol unresolved
0x0008953d	0x3	FUN_0048953D	linker-pad			trailing 90/CC alignment fill
0x00089540	0x31	FUN_00489540	crt-band	libc.lib:(link-band)	__crt_00489540	LIBC band 0x801f0..text-end; symbol unresolved
0x00089571	0xf	FUN_00489571	linker-pad			trailing 90/CC alignment fill
0x00089580	0x31	FUN_00489580	crt-exact	libc.lib:/15376	_strncat	-
0x000895b1	0xf	FUN_004895B1	linker-pad			trailing 90/CC alignment fill
0x000895c0	0x23	FUN_004895C0	crt-exact	libc.lib:/19027	___addl	-
0x000895e3	0xd	FUN_004895E3	linker-pad			trailing 90/CC alignment fill
0x000895f0	0x66	FUN_004895F0	crt-exact	libc.lib:/19027	___add_12	-
0x00089656	0xa	FUN_00489656	linker-pad			trailing 90/CC alignment fill
0x00089660	0x3e	FUN_00489660	crt-exact	libc.lib:/19027	___shl_12	-
0x0008969e	0x2	FUN_0048969E	linker-pad			trailing 90/CC alignment fill
0x000896a0	0x36	FUN_004896A0	crt-exact	libc.lib:/19027	___shr_12	-
0x000896d6	0xa	FUN_004896D6	linker-pad			trailing 90/CC alignment fill
0x000896e0	0xe8	FUN_004896E0	crt-exact	libc.lib:/19027	___mtold12	-
0x000897c8	0x8	FUN_004897C8	linker-pad			trailing 90/CC alignment fill
0x000897d0	0x74f	FUN_004897D0	crt-prefix	libc.lib:/19061	___strgtold12	unique masked 24-byte prefix
0x00089f1f	0x1	FUN_00489F1F	linker-pad			trailing 90/CC alignment fill
0x00089f20	0x39b	FUN_00489F20	crt-exact	libc.lib:/19129	_$I10_OUTPUT	-
0x0008a2bb	0x5	FUN_0048A2BB	linker-pad			trailing 90/CC alignment fill
0x0008a2c0	0x39	FUN_0048A2C0	crt-exact	libc.lib:/20355	__set_exp	-
0x0008a2f9	0x7	FUN_0048A2F9	linker-pad			trailing 90/CC alignment fill
0x0008a300	0x63	FUN_0048A300	crt-exact	libc.lib:/20355	__sptype	-
0x0008a363	0xd	FUN_0048A363	linker-pad			trailing 90/CC alignment fill
0x0008a370	0xee	FUN_0048A370	crt-exact	libc.lib:/20355	__decomp	-
0x0008a45e	0x2	FUN_0048A45E	linker-pad			trailing 90/CC alignment fill
0x0008a460	0x15	FUN_0048A460	crt-exact	libc.lib:/19865	__frnd	-
0x0008a475	0xb	FUN_0048A475	linker-pad			trailing 90/CC alignment fill
0x0008a480	0xa2	FUN_0048A480	crt-exact	libc.lib:/20254	__fpclass	-
0x0008a522	0xe	FUN_0048A522	linker-pad			trailing 90/CC alignment fill
0x0008a530	0x36c	FUN_0048A530	crt-prefix	libc.lib:/20187	__raise_exc	unique masked 24-byte prefix
0x0008a89c	0x4	FUN_0048A89C	linker-pad			trailing 90/CC alignment fill
0x0008a8a0	0x2c0	FUN_0048A8A0	crt-exact	libc.lib:/20187	__handle_exc	-
0x0008ab60	0x2c	FUN_0048AB60	crt-band	libc.lib:(link-band)	__crt_0048AB60	LIBC band 0x801f0..text-end; symbol unresolved
0x0008ab8c	0x4	FUN_0048AB8C	linker-pad			trailing 90/CC alignment fill
0x0008ab90	0x3	FUN_0048AB90	crt-band	libc.lib:(link-band)	__crt_0048AB90	LIBC band 0x801f0..text-end; symbol unresolved
0x0008ab93	0xd	FUN_0048AB93	linker-pad			trailing 90/CC alignment fill
0x0008aba0	0x11	FUN_0048ABA0	crt-exact	libc.lib:/19832	__statfp	-
0x0008abb1	0xf	FUN_0048ABB1	linker-pad			trailing 90/CC alignment fill
0x0008abc0	0x12	FUN_0048ABC0	crt-exact	libc.lib:/19832	__clrfp	-
0x0008abd2	0xe	FUN_0048ABD2	linker-pad			trailing 90/CC alignment fill
0x0008abe0	0x34	FUN_0048ABE0	crt-exact	libc.lib:/19832	__ctrlfp	-
0x0008ac14	0xc	FUN_0048AC14	linker-pad			trailing 90/CC alignment fill
0x0008ac20	0xe5	FUN_0048AC20	crt-prefix	libc.lib:/19832	__set_statfp	unique masked 24-byte prefix
0x0008ad05	0xb	FUN_0048AD05	linker-pad			trailing 90/CC alignment fill
0x0008ad10	0x2a6	FUN_0048AD10	crt-exact	libc.lib:/19096	___ld12mul	-
0x0008afb6	0xa	FUN_0048AFB6	linker-pad			trailing 90/CC alignment fill
0x0008afc0	0x7b	FUN_0048AFC0	crt-exact	libc.lib:/19096	___multtenpow12	-
0x0008b03b	0x1	FUN_0048B03B	linker-pad			trailing 90/CC alignment fill
0x0008b03c	0x6	FUN_0048B03C	import-thunk	KERNEL32.dll	RtlUnwind	IAT RVA 0xd6548
0x0008b042	0xe	FUN_0048B042	linker-pad			trailing 90/CC alignment fill
0x0008b050	0x12	FUN_0048B050	crt-band	libc.lib:(link-band)	__crt_0048B050	LIBC band 0x801f0..text-end; symbol unresolved
0x0008b062	0xe	FUN_0048B062	linker-pad			trailing 90/CC alignment fill
0x0008b070	0x30	FUN_0048B070	crt-exact	libc.lib:/15594	__strrev	-
