rva	size	donor	donor_rva	symbol	unit	score	margin	target_strings	evidence
0x00010a9f	0x139	pol20	0x000b1bcf	void advManager::DoWhirlpool(class hero *)	SOURCE/EVENTS	0.515397	0.072856		shape=0.380;size=0.978;calls=0.500;alternate=buka21:?SwapMons@swapManager@@QAEXXZ@0x000a3699:0.392291
0x00010bd8	0x15d	pol20	0x000548be	void swapManager::Close(void);   // virtual [override (implements baseManager pure virtual)]	SOURCE/SWAPMGR	0.480670	0.014737		shape=0.396;size=0.862;calls=0.444;alternate=buka21:?ClearWinLoseBottom@combatManager@@QAEXPAVheroWindow@@@Z@0x0002e370:0.442802
0x00010d35	0x316	pol20	0x0002ce19	int combatManager::RightClick(int)	SOURCE/COMMAND	0.466873	0.016244		shape=0.385;size=0.858;calls=0.375;alternate=buka21:?GetCommand@combatManager@@QAEHH@Z@0x0002d56e:0.402881
0x0001104b	0x1dc	pol20	0x0002ce19	int combatManager::RightClick(int)	SOURCE/COMMAND	0.519846	0.089353		shape=0.484;size=0.702;calls=0.875;alternate=buka21:?RightClick@combatManager@@QAEHH@Z@0x0002d964:0.497332
0x00011227	0x333	pol20	0x0002d0bf	void combatManager::DoCommand(int)	SOURCE/COMMAND	0.650753	0.650753	Are you sure you want to retreat?|You don't have enough gold!	shape=0.357;size=0.865;calls=0.842;strings=Are you sure you want to retreat?|You don't have enough gold!;alternate=buka21:?DrawIcons@strip@@QAEXH@Z@0x000a1cb0:0.448712
0x0001155a	0x1a3	pol20	0x00019c29	int TavernHandler(struct tag_message &)	SOURCE/TOWNMGR	0.534179	0.017175		shape=0.494;size=0.809;calls=0.667;alternate=buka21:?QuickViewRecruit@@YIXPAVtown@@H@Z@0x0008ceaa:0.447817
0x000116fd	0x110	pol20	0x0002d9ed	void combatManager::ClearWinLoseBottom(class heroWindow *)	SOURCE/COMMAND	0.970000	0.970000		instruction-sequence;alternate=buka21:?ClearWinLoseBottom@combatManager@@QAEXPAVheroWindow@@@Z@0x0002e370:0.589024
0x0001180d	0x2fa	pol20	0x0002dfc9	void combatManager::ShowEagleEyeSpell(class heroWindow *)	SOURCE/COMMAND	0.788707	0.015196	You have captured an enemy artifact!|artifact.icn|pickup%02d.82M|smalfont.fnt|winloseb.icn	shape=0.562;size=0.995;calls=0.875;strings=pickup%02d.82M|smalfont.fnt;alternate=buka21:?ShowEagleEyeSpell@combatManager@@QAEXPAVheroWindow@@@Z@0x0002e93a:0.775867
0x00011b07	0x7d0	pol20	0x0002e2bf	void combatManager::ShowDeadArmies(class heroWindow *)	SOURCE/COMMAND	0.744797	0.096702	Attacker|Battlefield Casualties|Defender|None|mons32.icn|smalfont.fnt	shape=0.560;size=0.797;calls=0.971;strings=Attacker|Battlefield Casualties|Defender;alternate=buka21:?ShowDeadArmies@combatManager@@QAEXPAVheroWindow@@@Z@0x0002ec2c:0.669049
0x000122d7	0x7a1	pol20	0x0002ec8b	void combatManager::DoVictory(int)	SOURCE/COMMAND	0.627541	0.116094	wincmbt.bin	shape=0.453;size=0.654;calls=0.762;strings=wincmbt.bin;alternate=buka21:?DoVictory@combatManager@@QAEXH@Z@0x0002f601:0.616103
0x00012a78	0x549	pol20	0x00083fc4	void game::DoNewTurn(void)	SOURCE/GAME	0.495445	0.014957	losecmbt.bin|losecmbt.bmp|losewalk.icn	shape=0.339;size=0.820;calls=0.938;alternate=buka21:?Open@fileRequester@@UAEHH@Z@0x0008f275:0.474353
0x00012fc1	0x2c6	pol20	0x0002fbf0	int combatManager::DoSurrender(void)	SOURCE/COMMAND	0.598083	0.021659	port%04d.icn|surrendr.bin	shape=0.404;size=0.654;calls=0.667;strings=port%04d.icn|surrendr.bin;alternate=buka21:?DoSurrender@combatManager@@QAEHXZ@0x0003049b:0.579024
0x00013287	0xc2	pol20	0x0004a41c	void hexcell::DrawLowerDeadOccupants(void)	SOURCE/HEXCELL	0.510560	0.002600		shape=0.386;size=0.980;calls=0.500;alternate=buka21:?View@town@@QAEXH@Z@0x000a420c:0.444269
0x00013349	0xdf	pol20	0x00030109	void combatManager::CheckCastleAttack(void)	SOURCE/COMMAND	0.508514	0.095791		shape=0.385;size=0.953;calls=0.500;alternate=buka21:?SaveAndDraw@mouseManager@@QAEXXZ@0x000ba160:0.416185
0x00013428	0x79	pol20	0x00033627	void advManager::VWCleanup(void)	SOURCE/Viewwrld	0.527938	0.051492		shape=0.500;size=0.744;calls=0.750;alternate=buka21:?Ripple@combatManager@@QAEXH@Z@0x0009cb50:0.488512
0x000134a1	0x16a	pol20	0x000302d0	void combatManager::GetControl(void)	SOURCE/COMMAND	0.582677	0.094246		shape=0.508;size=0.907;calls=0.750;alternate=buka21:?GetControl@combatManager@@QAEXXZ@0x00030ab0:0.502120
0x0001360b	0xdb	pol20	0x0003045f	void combatManager::ResetMouse(void)	SOURCE/COMMAND	0.595500	0.051578		shape=0.446;size=0.982;calls=1.000;alternate=buka21:?ResetMouse@combatManager@@QAEXXZ@0x00030bff:0.488306
0x000136e6	0x55a	pol20	0x00030536	int combatManager::ProcessNextAction(struct tag_message &)	SOURCE/COMMAND	0.623724	0.623724	Process Act	shape=0.343;size=0.842;calls=0.629;strings=Process Act;alternate=buka21:?ProcessNextAction@combatManager@@QAEHAAUtag_message@@@Z@0x00030cbe:0.593971
0x00013c40	0xa8	pol20	0x000a6be0	int is_netbios_avail(void)	SOURCE/netwin	0.970000	0.970000		instruction-sequence;alternate=buka21:?is_netbios_avail@@YIHXZ@0x00073da0:0.601182
0x00013ce8	0x1b2	pol20	0x000a6c88	@nb_init@8	SOURCE/netwin	0.645098	0.115169		shape=0.768;size=0.748;calls=0.714;alternate=buka21:_nb_init@0x00073e34:0.569810
0x00013e9a	0x1f0	pol20	0x000a6ecc	@nb_term@0	SOURCE/netwin	0.720382	0.166540		shape=0.732;size=0.956;calls=1.000;alternate=buka21:@nb_term@0@0x0007404c:0.622698
0x0001408a	0x90	pol20	0x000a70d3	@nb_rcv@8	SOURCE/netwin	0.564314	0.011797		shape=0.482;size=0.804;calls=1.000;alternate=buka21:_nb_rcv@0x0007421c:0.551014
0x0001411a	0x104	pol20	0x000a7186	@nb_snd@12	SOURCE/netwin	0.500946	0.032764		shape=0.333;size=0.877;calls=0.875;alternate=buka21:?com_snd@@YIFFGGPAXH@Z@0x00033048:0.467791
0x0001421e	0x4f6	pol20	0x000a726a	_nb_sess	SOURCE/netwin	0.689807	0.237733		shape=0.682;size=0.968;calls=1.000;alternate=buka21:_nb_sess@0x00074372:0.596373
0x00014714	0x1e	pol20	0x000d4050	void initialiseCRC(void)	BASE/Bzip	0.670396	0.030000		shape=0.692;size=0.867;calls=1.000;alternate=buka21:?_JumpToContinuation@@YGXPAXPAUEHRegistrationNode@@@Z@0x000d6a49:0.424706
0x00014732	0x26f	buka21	0x00074848	?nb_thr_ctl@@YIXXZ	SOURCE/netwin	0.603867	0.186770	D:\Heroes\Source\netlo.cpp	shape=0.533;size=0.856;calls=1.000;alternate=pol20:void InitVars(void)@0x0009c111:0.463995
0x000149a1	0xbb	buka21	0x00074a5d	?nb_add_name@@YIXXZ	SOURCE/netwin	0.648376	0.149690		shape=0.600;size=0.968;calls=1.000;alternate=pol20:void FileError(char *)@0x0009e306:0.496183
0x00014a5c	0x1cc	buka21	0x00074b12	?nb_add_name_done@@YGXPAUNetbiosControlBlock@@@Z	SOURCE/netwin	0.526559	0.126259	D:\Heroes\Source\netlo.cpp	shape=0.386;size=0.876;calls=1.000;alternate=pol20:@nb_term@0@0x000a6ecc:0.375030
0x00014c28	0xb8	buka21	0x00074ca5	?nb_recv_any@@YIGH@Z	SOURCE/netwin	0.652334	0.180033		shape=0.595;size=0.978;calls=1.000;alternate=pol20:void highScoreManager::Close(void);   // virtual [override (implements baseManager pure virtual)]@0x00089be2:0.350721
0x00014ce0	0x146	buka21	0x00074d59	?nb_recv_any_done@@YGXPAUNetbiosControlBlock@@@Z	SOURCE/netwin	0.615862	0.150586		shape=0.547;size=0.874;calls=1.000;alternate=pol20:void UpdateArenaIcons(void)@0x000c063b:0.513175
0x00014e26	0xc6	buka21	0x00074f38	?nb_listen@@YIGHPAX@Z	SOURCE/netwin	0.623528	0.000000		shape=0.526;size=0.980;calls=1.000;alternate=pol20:void fullMap::Write(int)@0x0000b73c:0.468458
0x00014eec	0xc6	buka21	0x00074f38	?nb_listen@@YIGHPAX@Z	SOURCE/netwin	0.623528	0.000000		shape=0.526;size=0.980;calls=1.000;alternate=pol20:void fullMap::Write(int)@0x0000b73c:0.468458
0x00014fb2	0x134	buka21	0x00074ffa	?nb_call_done@@YGXPAUNetbiosControlBlock@@@Z	SOURCE/netwin	0.559585	0.079044		shape=0.470;size=0.792;calls=1.000;alternate=pol20:void advManager::DrawAdventureBorder(void)@0x00069abb:0.531037
0x000150e6	0x14e	buka21	0x000750ee	?nb_arm_recv@@YIXH@Z	SOURCE/netwin	0.540579	0.119081	D:\Heroes\Source\netlo.cpp	shape=0.387;size=0.874;calls=1.000;alternate=pol20:int RecruitHeroHandler(struct tag_message &)@0x000993e0:0.465978
0x00015234	0xbf	buka21	0x00075212	?nb_close_session@@YIXH@Z	SOURCE/netwin	0.648719	0.186199		shape=0.609;size=0.927;calls=1.000;alternate=pol20:void fileRequester::CleanUpData(void)@0x0008d48f:0.514286
0x000152f3	0x176	buka21	0x000752c3	?nb_recv_complete@@YIXH@Z	SOURCE/netwin	0.538434	0.064938		shape=0.430;size=0.832;calls=1.000;alternate=pol20:void advManager::SaveAdventureBorder(void)@0x00069976:0.450782
0x00015469	0x87	buka21	0x000753fa	?nb_format_name@@YIXPADPAE@Z	SOURCE/netwin	0.502333	0.111386		shape=0.300;size=0.874;calls=1.000;alternate=pol20:void fullMap::Close(void)@0x0000b0c4:0.494134
0x000154f0	0x147	pol20	0x00020546	int combatManager::ViewSpells(int)	SOURCE/SPELLS	0.402882	0.026671	cmbtmous.mse|spelmous.mse	shape=0.299;size=0.298;calls=0.250;strings=spelmous.mse;alternate=buka21:?ViewSpells@combatManager@@QAEHH@Z@0x000987f7:0.380473
0x00015637	0x160	pol20	0x00020990	int CombatSpecialHandler(struct tag_message &)	SOURCE/SPELLS	0.583946	0.112670		shape=0.468;size=0.989;calls=0.833;alternate=buka21:?CombatSpecialHandler@@YIHAAUtag_message@@@Z@0x00098bc1:0.424503
0x00015797	0x295	pol20	0x00020aec	int HandleCastSpell(struct tag_message &)	SOURCE/SPELLS	0.706243	0.706243	Invalid Teleport Destination|Select Spell Target|Select teleport destination.	shape=0.383;size=0.969;calls=0.900;strings=Invalid Teleport Destination|Select Spell Target|Select teleport destination.;alternate=buka21:?HandleCastSpell@@YIHAAUtag_message@@@Z@0x00098cbc:0.504410
0x00015a2c	0x2f0	pol20	0x00099a6c	int CanBuild(class town *, int)	SOURCE/KB	0.436790	0.051315		shape=0.176;size=0.922;calls=1.000;alternate=buka21:?ValidSpellTarget@combatManager@@QAEHHH@Z@0x0009912f:0.376053
0x00015d1c	0x128	pol20	0x0002159c	void combatManager::SpellMessage(int, int)	SOURCE/SPELLS	0.498431	0.498431	Cast %s|Cast %s on %s|Teleport Here	shape=0.248;size=0.542;calls=0.800;strings=Cast %s|Cast %s on %s|Teleport Here;alternate=buka21:?SpellMessage@combatManager@@QAEXHH@Z@0x000994a8:0.358863
0x00015e44	0xd69	buka21	0x0004e8d9	?LoadGame@game@@QAEXPADHH@Z	SOURCE/GAME	0.442365	0.005015	%d %s rise from the dead!|%d %s rises from the dead!|Dragons are not affected by magic!|RSBRYFZL.82M|The Dwarves' magic resistance canceled the spell!|The lightning bolt does %d damage to the %s.|spell%02d.82M|telein.82m	shape=0.243;size=0.781;calls=0.953;alternate=pol20:void combatManager::Resurrect(int, int, int)@0x00029089:0.426321
0x00016bad	0xcb	pol20	0x00095317	void combatManager::RaiseDoor(void)	SOURCE/CMBTMGR	0.492987	0.005098		shape=0.314;size=0.883;calls=0.800;alternate=buka21:??0bankBox@@QAE@HHPAVplayerData@@@Z@0x000a2055:0.468137
0x00016c78	0x407	pol20	0x00032632	void strip::DrawIcons(int)	SOURCE/STRIP	0.498224	0.018404		shape=0.328;size=0.950;calls=0.643;alternate=buka21:?SplitMons@swapManager@@QAEXXZ@0x000a3c30:0.457416
0x0001707f	0x12e	pol20	0x00070d1a	int playerData::NextHero(int)	SOURCE/GAME	0.498309	0.093770		shape=0.253;size=0.997;calls=1.000;alternate=buka21:?TransmitAndWait@@YIHPADHHCCPAPAD@Z@0x0008e5d3:0.404752
0x000171ad	0x432	buka21	0x0009b2bd	?Fireball@combatManager@@QAEXHH@Z	SOURCE/SPELLS	0.573325	0.573325	The fireball does %d damage.|fireball.icn	shape=0.268;size=0.794;calls=0.643;strings=fireball.icn;alternate=pol20:void combatManager::Fireball(int, int)@0x00023762:0.560872
0x000175df	0x439	pol20	0x00023d85	void combatManager::MeteorShower(int)	SOURCE/SPELLS	0.652248	0.652248	The meteor shower does %d damage.|meteor.icn	shape=0.306;size=0.896;calls=0.889;strings=The meteor shower does %d damage.|meteor.icn;alternate=buka21:?MeteorShower@combatManager@@QAEXH@Z@0x0009b805:0.570305
0x00017a18	0x2f3	pol20	0x0002414e	void combatManager::ElementalStorm(void)	SOURCE/SPELLS	0.649358	0.649358	The elemental storm does %d damage.|storm.icn	shape=0.278;size=0.990;calls=0.824;strings=The elemental storm does %d damage.|storm.icn;alternate=buka21:?ElementalStorm@combatManager@@QAEXXZ@0x0009bb35:0.609860
0x00017d0b	0x3e5	pol20	0x00090aa0	int combatManager::Open(int);   // virtual [override (implements baseManager pure virtual)]	SOURCE/CMBTMGR	0.601852	0.160584	The armaggedon does %d damage.|kb.pal	shape=0.253;size=0.917;calls=0.558;strings=kb.pal;alternate=buka21:?Open@combatManager@@UAEHH@Z@0x000269fe:0.595931
0x000180f0	0x152	pol20	0x000bdbf0	int army::FindPath(int, int, int, int, int)	SOURCE/PATH	0.612504	0.125086		shape=0.500;size=0.976;calls=1.000;alternate=buka21:?FindPath@army@@QAEHHHHHH@Z@0x0007ce90:0.473003
0x00018242	0x9e	pol20	0x000bdd3a	int army::ValidPath(int, int)	SOURCE/PATH	0.726276	0.163396		shape=0.750;size=0.975;calls=1.000;alternate=buka21:?ValidPath@army@@QAEHHH@Z@0x0007cf9d:0.547636
0x000182e0	0x7b	pol20	0x000bddd4	int army::GetMoveMask(int)	SOURCE/PATH	0.556881	0.094146		shape=0.422;size=0.886;calls=1.000;alternate=buka21:?PuzzleDraw@advManager@@QAEXHHHH@Z@0x000140fa:0.420543
0x0001835b	0xbf	pol20	0x000bde41	int army::GetAttackMask(int, int, int)	SOURCE/PATH	0.606849	0.145127		shape=0.500;size=0.948;calls=1.000;alternate=buka21:?_CallSETranslator@@YAHPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAX2PBU_s_FuncInfo@@H1@Z@0x000d6baa:0.417905
0x0001841a	0x2d	pol20	0x000bdef6	int army::ValidMove(int)	SOURCE/PATH	0.767000	0.025737		shape=0.833;size=0.956;calls=1.000;alternate=buka21:?DrawString@font@@QAEXPADHHH@Z@0x000c3a30:0.449635
0x00018447	0x1fc	pol20	0x000bdf21	int army::ValidMove(int, int)	SOURCE/PATH	0.489622	0.012243		shape=0.400;size=0.670;calls=1.000;alternate=buka21:?ValidMove@army@@QAEHHH@Z@0x0007d13b:0.474712
0x00018643	0x295	pol20	0x000be217	int army::ValidAttack(int, int, int, int, int *)	SOURCE/PATH	0.569417	0.076322		shape=0.416;size=0.949;calls=1.000;alternate=buka21:?ValidAttack@army@@QAEHHHHHPAH@Z@0x0007d361:0.443505
0x000188d8	0x11e	pol20	0x0006c79d	int hero::HasSpell(int)	SOURCE/HERO	0.419122	0.051552	D:\Heroes\Source\PATH.CPP	shape=0.227;size=0.724;calls=1.000;alternate=buka21:?_CallSETranslator@@YAHPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAX2PBU_s_FuncInfo@@H1@Z@0x000d6baa:0.366189
0x000189f6	0xf8	pol20	0x0009e02b	void AddNetBoxLine(char *, char)	SOURCE/KB	0.419565	0.036880	D:\Heroes\Source\PATH.CPP	shape=0.259;size=0.802;calls=0.500;alternate=buka21:?_CallSETranslator@@YAHPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAX2PBU_s_FuncInfo@@H1@Z@0x000d6baa:0.409284
0x00018aee	0x4c2	pol20	0x000be59d	int army::ValidRange(int)	SOURCE/PATH	0.621660	0.198672		shape=0.552;size=0.901;calls=1.000;alternate=buka21:?ValidRange@army@@QAEHH@Z@0x0007d5f6:0.506149
0x00018fb0	0x58	pol20	0x000be9e7	int OppositeDirection(int)	SOURCE/PATH	0.582432	0.057110		shape=0.405;size=1.000;calls=1.000;alternate=buka21:?TownIDToTownPos@game@@QAEHPAVplayerData@@H@Z@0x0005fd91:0.397766
0x00019008	0x988	pol20	0x000bea3f	int army::GetBestDirection(int, int, int)	SOURCE/PATH	0.494623	0.214664		shape=0.279;size=0.944;calls=1.000;alternate=buka21:?InitNewGame@game@@QAEXPAUSMapHeader@@@Z@0x000756e8:0.257718
0x00019990	0x15	pol20	0x0001d011	long int KBTickCount(void)	SOURCE/kbwin	0.970000	0.970000		instruction-sequence;alternate=buka21:__ui64toa@0x000e5fed:0.488462
0x000199a5	0x79	buka21	0x000bf990	?LogTruncate@@YIXXZ	BASE/Misc	0.606653	0.018103	KB.LOG	shape=0.316;size=0.834;calls=0.667;strings=KB.LOG;alternate=pol20:void LogStr(char *)@0x000c6120:0.521876
0x00019a1e	0xa6	buka21	0x000bfa30	?LogStr@@YIXPAD@Z	BASE/Misc	0.724628	0.062043	KB.LOG	shape=0.429;size=0.928;calls=1.000;strings=KB.LOG;alternate=pol20:void LogStr(char *)@0x000c6120:0.561953
0x00019ac4	0x86	buka21	0x000bfa30	?LogStr@@YIXPAD@Z	BASE/Misc	0.666478	0.025059	KB.LOG	shape=0.348;size=0.870;calls=0.833;strings=KB.LOG;alternate=pol20:void LogStr(char *)@0x000c6120:0.542936
0x00019b4a	0x8a	buka21	0x000bfa30	?LogStr@@YIXPAD@Z	BASE/Misc	0.665936	0.024651	KB.LOG	shape=0.348;size=0.896;calls=0.833;strings=KB.LOG;alternate=pol20:void LogStr(char *)@0x000c6120:0.551937
0x00019bd4	0xab	buka21	0x000bfa30	?LogStr@@YIXPAD@Z	BASE/Misc	0.653499	0.043835	KB.LOG	shape=0.348;size=0.901;calls=0.833;strings=KB.LOG;alternate=pol20:void LogStr(char *)@0x000c6120:0.574371
0x00019c7f	0xb3	buka21	0x000bfa30	?LogStr@@YIXPAD@Z	BASE/Misc	0.639001	0.043247	KB.LOG	shape=0.348;size=0.860;calls=0.833;strings=KB.LOG;alternate=pol20:void LogStr(char *)@0x000c6120:0.567097
0x00019d32	0x1f	pol20	0x000cf6c0	void heroWindow::DrawWindow(void)	BASE/WINDOW	0.716875	0.040033		shape=0.733;size=0.969;calls=1.000;alternate=buka21:?DrawWindow@heroWindow@@QAEXH@Z@0x000bb240:0.513429
0x00019d51	0x4e	pol20	0x0009e999	struct SAMPLE2 LoadPlaySample(char *)	SOURCE/KB	0.583120	0.018410		shape=0.593;size=0.929;calls=0.500;alternate=buka21:?Close@highScoreManager@@UAEXXZ@0x000652d6:0.437953
0x00019d9f	0x177	pol20	0x0003781b	void ResetHeroRVs(int, int, int)	SOURCE/PHILAI	0.615758	0.139213		shape=0.567;size=0.858;calls=1.000;alternate=buka21:?ResetHeroRVs@@YIXHHH@Z@0x0007e1ef:0.536822
0x00019f16	0x1ef	pol20	0x000379d0	void CheckDoMain(int, int)	SOURCE/PHILAI	0.618072	0.091861		shape=0.658;size=0.776;calls=0.909;alternate=buka21:?CheckDoMain@@YIXHH@Z@0x0007e376:0.463287
0x0001a105	0x10	pol20	0x000d7990	void cleanUpAndFail(void)	BASE/Bzip	1.000000	0.000000		normalized-instructions;alternate=buka21:?_JumpToContinuation@@YGXPAXPAUEHRegistrationNode@@@Z@0x000d6a49:0.331647
0x0001a115	0x8c	pol20	0x000250db	void combatManager::Ripple(int)	SOURCE/SPELLS	0.580073	0.058049		shape=0.457;size=0.914;calls=1.000;alternate=buka21:?ViewArtifact@hero@@QAEXHHH@Z@0x0006171c:0.504014
0x0001a1a1	0x5e	pol20	0x00037b60	void philAI::constructor(void)	SOURCE/PHILAI	0.824195	0.144999		shape=1.000;size=0.904;calls=1.000;alternate=buka21:?ClearEffects@combatManager@@QAEXXZ@0x00097724:0.457111
0x0001a1ff	0xb0	pol20	0x00037bb5	void philAI::DoAllHeroInteractions(void)	SOURCE/PHILAI	0.764785	0.147220		shape=0.830;size=0.977;calls=1.000;alternate=buka21:?DoAllHeroInteractions@philAI@@QAEXXZ@0x0007e524:0.414032
0x0001a2af	0x445	pol20	0x00037fdf	void philAI::CheckBuyStuff(void)	SOURCE/PHILAI	0.712561	0.712561	CheckBuy End  |CheckBuy Start	shape=0.463;size=0.900;calls=0.824;strings=CheckBuy End  |CheckBuy Start;alternate=buka21:?CheckBuyStuff@philAI@@QAEXXZ@0x0007e8cf:0.641449
0x0001a6f4	0x1a9	pol20	0x0003849d	int philAI::GoodAdjacent(int *)	SOURCE/PHILAI	0.497341	0.031594		shape=0.573;size=0.571;calls=0.600;alternate=buka21:?DoSpellAI@combatManager@@QAEHHH@Z@0x00095da0:0.436975
0x0001a89d	0x473	pol20	0x00038785	void philAI::CheckReload(void)	SOURCE/PHILAI	0.704738	0.216387		shape=0.705;size=0.943;calls=1.000;alternate=buka21:?FindCombatPath@searchArray@@QAEHHHPAVarmy@@HH@Z@0x0004a906:0.440539
0x0001ad10	0x294	pol20	0x00038c3d	void philAI::CheckBerserk(void)	SOURCE/PHILAI	0.661589	0.198437		shape=0.702;size=0.857;calls=0.833;alternate=buka21:?CheckBerserk@philAI@@QAEXXZ@0x0007f41f:0.559466
0x0001afa4	0x1a0	pol20	0x000393a9	int philAI::DoDimensionDoor(class hero *)	SOURCE/PHILAI	0.658533	0.199349		shape=0.731;size=0.827;calls=0.800;alternate=buka21:?DoDimensionDoor@philAI@@QAEHPAVhero@@@Z@0x0007fadd:0.515108
0x0001b144	0x8f0	pol20	0x00039631	void philAI::DoAI(int)	SOURCE/PHILAI	0.697107	0.697107	===================================|DO AI|DO AI 1|Player with HeroTOMOVE|RES - %15s  %d  %d	shape=0.558;size=0.705;calls=0.741;strings====================================|DO AI|DO AI 1;alternate=buka21:?DoAI@philAI@@QAEXH@Z@0x0007fd23:0.641984
0x0001ba34	0x4b	pol20	0x0003a2de	void philAI::GetGameAIVars(void)	SOURCE/PHILAI	0.970000	0.970000		instruction-sequence;alternate=buka21:?_UnwindNestedFrames@@YGXPAUEHRegistrationNode@@PAUEHExceptionRecord@@@Z@0x000d6a92:0.451477
0x0001ba7f	0x6a0	pol20	0x000273df	void combatManager::ShowMassSpell(signed char (* const)[20], int, int)	SOURCE/SPELLS	0.479177	0.017730		shape=0.272;size=0.989;calls=0.688;alternate=buka21:?InitMap@ExpCampaign@@QAEXXZ@0x000b3427:0.467280
0x0001c11f	0x600	pol20	0x0003b154	void philAI::GetBestBHC(int, struct BHC &)	SOURCE/PHILAI	0.875178	0.875178	BestBHC |Turns Owned	shape=0.733;size=0.992;calls=1.000;strings=BestBHC |Turns Owned;alternate=buka21:?GetBestBHC@philAI@@QAEXHAAUBHC@@@Z@0x00081580:0.679791
0x0001c71f	0x11c	pol20	0x0003b748	class hero * philAI::DetermineHeroToMove(int)	SOURCE/PHILAI	0.636868	0.177850		shape=0.528;size=0.996;calls=1.000;alternate=buka21:?DetermineHeroToMove@philAI@@QAEPAVhero@@H@Z@0x00081b1f:0.426644
0x0001c83b	0x932	pol20	0x00081c47	void game::SetupTowns(void)	SOURCE/GAME	0.513484	0.057279	Hero, Best RV	shape=0.295;size=0.979;calls=0.944;alternate=buka21:?SetupTowns@game@@QAEXXZ@0x0005c623:0.484116
0x0001d16d	0x64d	pol20	0x0003c6e2	void philAI::ProbableOutcomeOfBattle(class armyGroup *, class hero *, class armyGroup *, class hero *, class armyGroup *, int, int, int, float &, int &, int &, int &, int &, int &)	SOURCE/PHILAI	0.685350	0.253093		shape=0.812;size=0.833;calls=0.700;alternate=buka21:?ProbableOutcomeOfBattle@philAI@@QAEXPAVarmyGroup@@PAVhero@@010HHHAAMAAH3333@Z@0x00082969:0.549946
0x0001d7ba	0x1e	pol20	0x0003ce73	float philAI::GetOddsOfWinning(int)	SOURCE/PHILAI	1.000000	1.000000		normalized-instructions;alternate=buka21:_strncmp@0x000d7f60:0.313122
0x0001d7d8	0x59b	buka21	0x0003883f	?UpdateGrid@combatManager@@QAEHHH@Z	SOURCE/DRAWING	0.442754	0.048890		shape=0.183;size=0.864;calls=1.000;alternate=pol20:void GetCategoryStats(int, long int * const, signed char * const)@0x0001b692:0.441935
0x0001dd73	0x185	pol20	0x0003d6b7	void philAI::GetBestBuilding(class town *, struct BHC &, float &)	SOURCE/PHILAI	0.642545	0.122100	Town:%2d  Building: % 15s   Raw BC = %8.2f,  RandBC = %8.2f.	shape=0.590;size=0.946;calls=0.875;alternate=buka21:?GetBestBuilding@philAI@@QAEXPAVtown@@AAUBHC@@AAM@Z@0x0008372c:0.526596
0x0001def8	0x2f5	pol20	0x0003d852	void philAI::ValueOfBuyingCreature(class town *, int, int &, int, float &)	SOURCE/PHILAI	0.715076	0.223606		shape=0.709;size=0.978;calls=1.000;alternate=buka21:?DoSurrender@combatManager@@QAEHXZ@0x0003049b:0.434764
